,timestamp_level_PAVS,mean_vwap_15_PAVS,timestamp_level_SPY_PAVS,mean_vwap_15_SPY_PAVS,15th_ptile_lead_30days_PAVS,85th_ptile_lead_30days_PAVS,15th_ptile_lead_15days_PAVS,85th_ptile_lead_15days_PAVS,10th_ptile_lag_25days_PAVS,30th_ptile_lag_25days_PAVS,50th_ptile_lag_25days_PAVS,70th_ptile_lag_25days_PAVS,90th_ptile_lag_25days_PAVS,10th_ptile_lag_50days_PAVS,30th_ptile_lag_50days_PAVS,50th_ptile_lag_50days_PAVS,70th_ptile_lag_50days_PAVS,90th_ptile_lag_50days_PAVS,10th_ptile_lag_75days_PAVS,30th_ptile_lag_75days_PAVS,50th_ptile_lag_75days_PAVS,70th_ptile_lag_75days_PAVS,90th_ptile_lag_75days_PAVS,change_lag_2510th_ptile_PAVS,change_lag_2530th_ptile_PAVS,change_lag_2550th_ptile_PAVS,change_lag_2570th_ptile_PAVS,change_lag_2590th_ptile_PAVS,change_lag_5010th_ptile_PAVS,change_lag_5030th_ptile_PAVS,change_lag_5050th_ptile_PAVS,change_lag_5070th_ptile_PAVS,change_lag_5090th_ptile_PAVS,change_lag_7510th_ptile_PAVS,change_lag_7530th_ptile_PAVS,change_lag_7550th_ptile_PAVS,change_lag_7570th_ptile_PAVS,change_lag_7590th_ptile_PAVS,change_lead_15_15th_ptile_PAVS,change_lead_15_85th_ptile_PAVS,change_lead_30_15th_ptile_PAVS,change_lead_30_85th_ptile_PAVS,last_earnings_date_PAVS,next_earnings_date_PAVS,days_since_earnings_PAVS,days_before_earnings_PAVS
0,,,2023-11-13 13:30:00+00:00,439.6359048628721,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,,,2023-11-13 13:45:00+00:00,439.2816260485476,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2,,,2023-11-13 14:00:00+00:00,439.1960572523456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3,,,2023-11-13 14:15:00+00:00,439.16209497822666,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4,2023-11-13 14:30:00+00:00,0.004583412588722744,2023-11-13 14:30:00+00:00,438.9736660853508,0.004779460021037722,0.005887864394586611,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.04277324559376183,0.2846027453590813,,,,
5,2023-11-13 14:45:00+00:00,0.0045795330218214155,2023-11-13 14:45:00+00:00,438.74127100730703,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6,2023-11-13 15:00:00+00:00,0.00442120602290739,2023-11-13 15:00:00+00:00,438.85737948818536,0.0048040735808774345,0.005887865819769269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.08659799068089355,0.33173296816812936,,,,
7,,0.00442120602290739,2023-11-13 15:15:00+00:00,439.0106987213755,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8,,0.00442120602290739,2023-11-13 15:30:00+00:00,439.33290825672447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9,,0.00442120602290739,2023-11-13 15:45:00+00:00,439.709447790442,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10,,0.00442120602290739,2023-11-13 16:00:00+00:00,439.7837984555278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
11,,0.00442120602290739,2023-11-13 16:15:00+00:00,440.05892660268927,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12,,0.00442120602290739,2023-11-13 16:30:00+00:00,440.5449878566746,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
13,2023-11-13 16:45:00+00:00,0.004550219993962724,2023-11-13 16:45:00+00:00,441.06098595417797,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
14,,0.004550219993962724,2023-11-13 17:00:00+00:00,440.80742007434463,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
15,,0.004550219993962724,2023-11-13 17:15:00+00:00,440.7010238738944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
16,,0.004550219993962724,2023-11-13 17:30:00+00:00,440.612706068289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17,,0.004550219993962724,2023-11-13 17:45:00+00:00,440.3595302414121,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18,,0.004550219993962724,2023-11-13 18:00:00+00:00,440.31992151597126,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
19,,0.004550219993962724,2023-11-13 18:15:00+00:00,440.4981195026944,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
20,,0.004550219993962724,2023-11-13 18:30:00+00:00,440.2914072147384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
21,,0.004550219993962724,2023-11-13 18:45:00+00:00,440.80383398078936,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
22,,0.004550219993962724,2023-11-13 19:00:00+00:00,440.57038658104756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
23,,0.004550219993962724,2023-11-13 19:15:00+00:00,440.63056232191786,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
24,,0.004550219993962724,2023-11-13 19:30:00+00:00,440.9974443390648,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
25,,0.004550219993962724,2023-11-13 19:45:00+00:00,440.77839962126177,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
26,,0.004550219993962724,2023-11-14 13:30:00+00:00,444.8234973393018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
27,,0.004550219993962724,2023-11-14 13:45:00+00:00,446.2244270408566,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
28,,0.004550219993962724,2023-11-14 14:00:00+00:00,446.1394074746326,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
29,,0.004550219993962724,2023-11-14 14:15:00+00:00,446.28577086273657,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
30,2023-11-14 14:30:00+00:00,0.00430041838701827,2023-11-14 14:30:00+00:00,446.6313675159049,,,0.004565794979605979,0.005734919253464289,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.06170948235846193,0.33357239629901264,,,,,,
31,2023-11-14 14:45:00+00:00,0.004611048332389592,2023-11-14 14:45:00+00:00,447.5795793813629,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
32,2023-11-14 15:00:00+00:00,0.004602168469474666,2023-11-14 15:00:00+00:00,448.1320085693036,,,0.004565445933516998,0.0057370829731141935,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.007979398451239263,0.24660429342541587,,,,,,
33,2023-11-14 15:15:00+00:00,0.004530074288340468,2023-11-14 15:15:00+00:00,448.40932797674077,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
34,2023-11-14 15:30:00+00:00,0.00456393340046474,2023-11-14 15:30:00+00:00,448.9894414428171,0.0048463905094658895,0.005894359805497117,0.004631228045349341,0.005739246692764098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.014744878809525989,0.2575220077005673,0.061888963798723884,0.2915087246665126,,,,
35,2023-11-14 15:45:00+00:00,0.00459061491943462,2023-11-14 15:45:00+00:00,449.11338925097255,,,0.004675178866415676,0.005739246692764098,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.018421050004226943,0.2502130528236385,,,,,,
36,2023-11-14 16:00:00+00:00,0.004848602947034317,2023-11-14 16:00:00+00:00,449.3046809148387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
37,,0.004848602947034317,2023-11-14 16:15:00+00:00,449.40739546523633,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
38,,0.004848602947034317,2023-11-14 16:30:00+00:00,449.35913373057747,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
39,,0.004848602947034317,2023-11-14 16:45:00+00:00,449.0722493083736,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
40,,0.004848602947034317,2023-11-14 17:00:00+00:00,448.34939346845925,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
41,,0.004848602947034317,2023-11-14 17:15:00+00:00,448.13366913096456,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
42,,0.004848602947034317,2023-11-14 17:30:00+00:00,448.4023955272375,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
43,,0.004848602947034317,2023-11-14 17:45:00+00:00,448.62230481163897,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
44,2023-11-14 18:00:00+00:00,0.004709234762757794,2023-11-14 18:00:00+00:00,448.7140918756276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
45,,0.004709234762757794,2023-11-14 18:15:00+00:00,448.6412573545237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
46,,0.004709234762757794,2023-11-14 18:30:00+00:00,448.89139815597485,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
47,,0.004709234762757794,2023-11-14 18:45:00+00:00,448.59763696667983,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
48,2023-11-14 19:00:00+00:00,0.00456626037439129,2023-11-14 19:00:00+00:00,448.0046760961819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
49,,0.00456626037439129,2023-11-14 19:15:00+00:00,448.2680482920044,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
50,,0.00456626037439129,2023-11-14 19:30:00+00:00,448.9237599879866,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
51,,0.00456626037439129,2023-11-14 19:45:00+00:00,449.2944327889709,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
52,,0.00456626037439129,2023-11-15 13:30:00+00:00,450.7629822018562,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
53,,0.00456626037439129,2023-11-15 13:45:00+00:00,450.18525291775273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
54,,0.00456626037439129,2023-11-15 14:00:00+00:00,450.0385659463776,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
